	Unnamed: 0	doc_id	OID	GID	oriSent	genSent	repToken	oriConsistent	pairConsistent	goldCoref	goldCorefText	oriCoref	oriCorefText	newCoref	newCorefText	isCorefKeep
37719	37719	tc/ch/00/ch_0049	742	45	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as soon as you ask for another man that act of asking for it takes away your American citizenship.	citizenship -> man	False	False	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[19, 19], [6, 6]]]	[['your', 'you']]	False
37720	37720	tc/ch/00/ch_0049	742	46	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as soon as you ask for another day that act of asking for it takes away your American citizenship.	citizenship -> day	False	False	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[19, 19], [6, 6]]]	[['your', 'you']]	False
37674	37674	tc/ch/00/ch_0049	742	0	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as long as you ask for another citizenship that act of asking for it takes away your American citizenship.	soon -> long	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37675	37675	tc/ch/00/ch_0049	742	1	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as much as you ask for another citizenship that act of asking for it takes away your American citizenship.	soon -> much	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37676	37676	tc/ch/00/ch_0049	742	2	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as far as you ask for another citizenship that act of asking for it takes away your American citizenship.	soon -> far	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37677	37677	tc/ch/00/ch_0049	742	3	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as often as you ask for another citizenship that act of asking for it takes away your American citizenship.	soon -> often	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37678	37678	tc/ch/00/ch_0049	742	4	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as yet as you ask for another citizenship that act of asking for it takes away your American citizenship.	soon -> yet	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37679	37679	tc/ch/00/ch_0049	742	5	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as hard as you ask for another citizenship that act of asking for it takes away your American citizenship.	soon -> hard	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37680	37680	tc/ch/00/ch_0049	742	6	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as soon as you look for another citizenship that act of asking for it takes away your American citizenship.	ask -> look	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37681	37681	tc/ch/00/ch_0049	742	7	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as soon as you go for another citizenship that act of asking for it takes away your American citizenship.	ask -> go	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37682	37682	tc/ch/00/ch_0049	742	8	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as soon as you try for another citizenship that act of asking for it takes away your American citizenship.	ask -> try	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37683	37683	tc/ch/00/ch_0049	742	9	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as soon as you qualify for another citizenship that act of asking for it takes away your American citizenship.	ask -> qualify	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37684	37684	tc/ch/00/ch_0049	742	10	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as soon as you search for another citizenship that act of asking for it takes away your American citizenship.	ask -> search	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37685	37685	tc/ch/00/ch_0049	742	11	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as soon as you wish for another citizenship that act of asking for it takes away your American citizenship.	ask -> wish	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37686	37686	tc/ch/00/ch_0049	742	12	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as soon as you hope for another citizenship that act of asking for it takes away your American citizenship.	ask -> hope	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37687	37687	tc/ch/00/ch_0049	742	13	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as soon as you push for another citizenship that act of asking for it takes away your American citizenship.	ask -> push	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37688	37688	tc/ch/00/ch_0049	742	14	but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship.	but the Americans as soon as you want for another citizenship that act of asking for it takes away your American citizenship.	ask -> want	False	True	[[[16, 16], [9, 10]]]	[['it', 'another citizenship']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	[[[16, 16], [9, 10]], [[19, 19], [6, 6]]]	[['it', 'another citizenship'], ['your', 'you']]	True
37999	37999	pt/nt/58/nt_5809	743	159	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had offered himself many times, he would have needed to suffer many times since the world the world was made.	time -> world	True	False	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]], [[17, 18], [19, 20]]]	[['Christ', 'himself', 'he'], ['the world', 'the world']]	True
37840	37840	pt/nt/58/nt_5809	743	0	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had killed himself many times, he would have needed to suffer many times since the time the world was made.	offered -> killed	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37841	37841	pt/nt/58/nt_5809	743	1	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had suffered himself many times, he would have needed to suffer many times since the time the world was made.	offered -> suffered	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37842	37842	pt/nt/58/nt_5809	743	2	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had hurt himself many times, he would have needed to suffer many times since the time the world was made.	offered -> hurt	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37843	37843	pt/nt/58/nt_5809	743	3	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had saved himself many times, he would have needed to suffer many times since the time the world was made.	offered -> saved	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37844	37844	pt/nt/58/nt_5809	743	4	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had tortured himself many times, he would have needed to suffer many times since the time the world was made.	offered -> tortured	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37845	37845	pt/nt/58/nt_5809	743	5	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had condemned himself many times, he would have needed to suffer many times since the time the world was made.	offered -> condemned	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37846	37846	pt/nt/58/nt_5809	743	6	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had beaten himself many times, he would have needed to suffer many times since the time the world was made.	offered -> beaten	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37847	37847	pt/nt/58/nt_5809	743	7	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had lost himself many times, he would have needed to suffer many times since the time the world was made.	offered -> lost	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37848	37848	pt/nt/58/nt_5809	743	8	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had destroyed himself many times, he would have needed to suffer many times since the time the world was made.	offered -> destroyed	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37849	37849	pt/nt/58/nt_5809	743	9	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had cut himself many times, he would have needed to suffer many times since the time the world was made.	offered -> cut	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37850	37850	pt/nt/58/nt_5809	743	10	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had found himself many times, he would have needed to suffer many times since the time the world was made.	offered -> found	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37851	37851	pt/nt/58/nt_5809	743	11	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had left himself many times, he would have needed to suffer many times since the time the world was made.	offered -> left	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37852	37852	pt/nt/58/nt_5809	743	12	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had cursed himself many times, he would have needed to suffer many times since the time the world was made.	offered -> cursed	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37853	37853	pt/nt/58/nt_5809	743	13	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had punished himself many times, he would have needed to suffer many times since the time the world was made.	offered -> punished	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37854	37854	pt/nt/58/nt_5809	743	14	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had failed himself many times, he would have needed to suffer many times since the time the world was made.	offered -> failed	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37855	37855	pt/nt/58/nt_5809	743	15	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had used himself many times, he would have needed to suffer many times since the time the world was made.	offered -> used	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37856	37856	pt/nt/58/nt_5809	743	16	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had healed himself many times, he would have needed to suffer many times since the time the world was made.	offered -> healed	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37857	37857	pt/nt/58/nt_5809	743	17	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had broken himself many times, he would have needed to suffer many times since the time the world was made.	offered -> broken	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
37858	37858	pt/nt/58/nt_5809	743	18	If Christ had offered himself many times, he would have needed to suffer many times since the time the world was made.	If Christ had seen himself many times, he would have needed to suffer many times since the time the world was made.	offered -> seen	True	True	[[[4, 4], [1, 1], [8, 8]]]	[['himself', 'Christ', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	[[[1, 1], [4, 4], [8, 8]]]	[['Christ', 'himself', 'he']]	True
38184	38184	bc/phoenix/00/phoenix_0003	744	134	However, adolescent children need the loving care and guidance of their parents even more.	However, adolescent children need the loving care and guidance of their children even more.	parents -> children	True	False	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11], [11, 12]]]	[['adolescent children', 'their', 'their children']]	True
38050	38050	bc/phoenix/00/phoenix_0003	744	0	However, adolescent children need the loving care and guidance of their parents even more.	However, many children need the loving care and guidance of their parents even more.	adolescent -> many	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['many children', 'their']]	False
38051	38051	bc/phoenix/00/phoenix_0003	744	1	However, adolescent children need the loving care and guidance of their parents even more.	However, older children need the loving care and guidance of their parents even more.	adolescent -> older	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['older children', 'their']]	False
38052	38052	bc/phoenix/00/phoenix_0003	744	2	However, adolescent children need the loving care and guidance of their parents even more.	However, little children need the loving care and guidance of their parents even more.	adolescent -> little	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['little children', 'their']]	False
38053	38053	bc/phoenix/00/phoenix_0003	744	3	However, adolescent children need the loving care and guidance of their parents even more.	However, black children need the loving care and guidance of their parents even more.	adolescent -> black	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['black children', 'their']]	False
38054	38054	bc/phoenix/00/phoenix_0003	744	4	However, adolescent children need the loving care and guidance of their parents even more.	However, healthy children need the loving care and guidance of their parents even more.	adolescent -> healthy	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['healthy children', 'their']]	False
38055	38055	bc/phoenix/00/phoenix_0003	744	5	However, adolescent children need the loving care and guidance of their parents even more.	However, human children need the loving care and guidance of their parents even more.	adolescent -> human	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['human children', 'their']]	False
38056	38056	bc/phoenix/00/phoenix_0003	744	6	However, adolescent children need the loving care and guidance of their parents even more.	However, normal children need the loving care and guidance of their parents even more.	adolescent -> normal	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['normal children', 'their']]	False
38057	38057	bc/phoenix/00/phoenix_0003	744	7	However, adolescent children need the loving care and guidance of their parents even more.	However, preschool children need the loving care and guidance of their parents even more.	adolescent -> preschool	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['preschool children', 'their']]	False
38058	38058	bc/phoenix/00/phoenix_0003	744	8	However, adolescent children need the loving care and guidance of their parents even more.	However, smart children need the loving care and guidance of their parents even more.	adolescent -> smart	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['smart children', 'their']]	False
38059	38059	bc/phoenix/00/phoenix_0003	744	9	However, adolescent children need the loving care and guidance of their parents even more.	However, adolescent girls need the loving care and guidance of their parents even more.	children -> girls	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['adolescent girls', 'their']]	False
38060	38060	bc/phoenix/00/phoenix_0003	744	10	However, adolescent children need the loving care and guidance of their parents even more.	However, adolescent boys need the loving care and guidance of their parents even more.	children -> boys	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['adolescent boys', 'their']]	False
38061	38061	bc/phoenix/00/phoenix_0003	744	11	However, adolescent children need the loving care and guidance of their parents even more.	However, adolescent males need the loving care and guidance of their parents even more.	children -> males	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['adolescent males', 'their']]	False
38062	38062	bc/phoenix/00/phoenix_0003	744	12	However, adolescent children need the loving care and guidance of their parents even more.	However, adolescent women need the loving care and guidance of their parents even more.	children -> women	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['adolescent women', 'their']]	False
38063	38063	bc/phoenix/00/phoenix_0003	744	13	However, adolescent children need the loving care and guidance of their parents even more.	However, adolescent students need the loving care and guidance of their parents even more.	children -> students	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['adolescent students', 'their']]	False
38064	38064	bc/phoenix/00/phoenix_0003	744	14	However, adolescent children need the loving care and guidance of their parents even more.	However, adolescent females need the loving care and guidance of their parents even more.	children -> females	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['adolescent females', 'their']]	False
38065	38065	bc/phoenix/00/phoenix_0003	744	15	However, adolescent children need the loving care and guidance of their parents even more.	However, adolescent daughters need the loving care and guidance of their parents even more.	children -> daughters	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['adolescent daughters', 'their']]	False
38066	38066	bc/phoenix/00/phoenix_0003	744	16	However, adolescent children need the loving care and guidance of their parents even more.	However, adolescent mothers need the loving care and guidance of their parents even more.	children -> mothers	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['adolescent mothers', 'their']]	False
38067	38067	bc/phoenix/00/phoenix_0003	744	17	However, adolescent children need the loving care and guidance of their parents even more.	However, adolescent minds need the loving care and guidance of their parents even more.	children -> minds	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['adolescent minds', 'their']]	False
38068	38068	bc/phoenix/00/phoenix_0003	744	18	However, adolescent children need the loving care and guidance of their parents even more.	However, adolescent men need the loving care and guidance of their parents even more.	children -> men	True	True	[[[11, 11], [2, 3]]]	[['their', 'adolescent children']]	[[[2, 3], [11, 11]]]	[['adolescent children', 'their']]	[[[2, 3], [11, 11]]]	[['adolescent men', 'their']]	False
38197	38197	wb/a2e/00/a2e_0019	749	0	This is a sign that there was good in him otherwise he would not have ordered the killing of his son, his own child.	This is a statement that there was good in him otherwise he would not have ordered the killing of his son, his own child.	sign -> statement	True	True	[[[19, 19], [11, 11], [9, 9], [22, 22]]]	[['his', 'he', 'him', 'his']]	[[[19, 19], [22, 22], [9, 9], [11, 11]]]	[['his', 'his', 'him', 'he']]	[[[19, 19], [22, 22], [9, 9], [11, 11]]]	[['his', 'his', 'him', 'he']]	True
38198	38198	wb/a2e/00/a2e_0019	749	1	This is a sign that there was good in him otherwise he would not have ordered the killing of his son, his own child.	This is a man that there was good in him otherwise he would not have ordered the killing of his son, his own child.	sign -> man	True	True	[[[19, 19], [11, 11], [9, 9], [22, 22]]]	[['his', 'he', 'him', 'his']]	[[[19, 19], [22, 22], [9, 9], [11, 11]]]	[['his', 'his', 'him', 'he']]	[[[19, 19], [22, 22], [9, 9], [11, 11]]]	[['his', 'his', 'him', 'he']]	True
38199	38199	wb/a2e/00/a2e_0019	749	2	This is a sign that there was good in him otherwise he would not have ordered the killing of his son, his own child.	This is a claim that there was good in him otherwise he would not have ordered the killing of his son, his own child.	sign -> claim	True	True	[[[19, 19], [11, 11], [9, 9], [22, 22]]]	[['his', 'he', 'him', 'his']]	[[[19, 19], [22, 22], [9, 9], [11, 11]]]	[['his', 'his', 'him', 'he']]	[[[19, 19], [22, 22], [9, 9], [11, 11]]]	[['his', 'his', 'him', 'he']]	True
38200	38200	wb/a2e/00/a2e_0019	749	3	This is a sign that there was good in him otherwise he would not have ordered the killing of his son, his own child.	This is a fact that there was good in him otherwise he would not have ordered the killing of his son, his own child.	sign -> fact	True	True	[[[19, 19], [11, 11], [9, 9], [22, 22]]]	[['his', 'he', 'him', 'his']]	[[[19, 19], [22, 22], [9, 9], [11, 11]]]	[['his', 'his', 'him', 'he']]	[[[19, 19], [22, 22], [9, 9], [11, 11]]]	[['his', 'his', 'him', 'he']]	True
38201	38201	wb/a2e/00/a2e_0019	749	4	This is a sign that there was good in him otherwise he would not have ordered the killing of his son, his own child.	This is a declaration that there was good in him otherwise he would not have ordered the killing of his son, his own child.	sign -> declaration	True	True	[[[19, 19], [11, 11], [9, 9], [22, 22]]]	[['his', 'he', 'him', 'his']]	[[[19, 19], [22, 22], [9, 9], [11, 11]]]	[['his', 'his', 'him', 'he']]	[[[19, 19], [22, 22], [9, 9], [11, 11]]]	[['his', 'his', 'him', 'he']]	True
38202	38202	wb/a2e/00/a2e_0019	749	5	This is a sign that there was good in him otherwise he would not have ordered the killing of his son, his own child.	This is a comment that there was good in him otherwise he would not have ordered the killing of his son, his own child.	sign -> comment	True	True	[[[19, 19], [11, 11], [9, 9], [22, 22]]]	[['his', 'he', 'him', 'his']]	[[[19, 19], [22, 22], [9, 9], [11, 11]]]	[['his', 'his', 'him', 'he']]	[[[19, 19], [22, 22], [9, 9], [11, 11]]]	[['his', 'his', 'him', 'he']]	True
